file,p_up,signal,position,return,cost,pnl,cum_pnl,peak,dd
601933.csv,0.44245892186204916,-1.0,-0.36787944117144233,0.016495473058055543,0.0003902686520910365,-0.006458614062547093,0.02692942737254545,0.052319313300260524,-0.025389885927715072
601933.csv,0.43531209673068055,-1.0,-0.36787944117144233,-0.0009619551137503013,0.00038720659093382305,-3.332308125535095e-05,0.0268961042912901,0.052319313300260524,-0.025423209008970424
601933.csv,0.4497276470330079,-1.0,-0.5488116360940265,-0.013062483816183912,0.0005677774211833361,0.0066010656934283,0.0334971699847184,0.052319313300260524,-0.018822143315542127
601933.csv,0.43812785160839635,-1.0,-0.44932896411722156,-0.009993787390607523,0.0004973494945770821,0.003993148641252347,0.03749031862597074,0.052319313300260524,-0.014828994674289782
601933.csv,0.44527938628089164,-1.0,-0.9133845523745688,0.0032857101872503236,0.000717582980050802,-0.003718699908665,0.033771618717305746,0.052319313300260524,-0.018547694582954778
601933.csv,0.3947334917055804,-1.0,-0.36787944117144233,0.006522381435128066,0.00027619843178201624,-0.002675648469243919,0.03109597024806183,0.052319313300260524,-0.021223343052198695
601933.csv,0.42166138161333866,-1.0,-0.36787944117144233,0.00205298929496478,0.000165033299801245,-0.0009202858543638416,0.03017568439369799,0.052319313300260524,-0.022143628906562535
601933.csv,0.44966680806146136,-1.0,-0.36787944117144233,0.016269671183764656,0.0003130436679242006,-0.00629832121105066,0.023877363182647326,0.052319313300260524,-0.028441950117613198
601933.csv,0.44172729416801404,-1.0,-0.5488116360940265,-0.00032980603997656566,0.0004501631654863008,-0.0002691617730930699,0.023608201409554257,0.052319313300260524,-0.028711111890706267
601933.csv,0.44175561843120903,-1.0,-0.44932896411722156,-0.032504148474357786,0.0004738250001280932,0.01413123036336746,0.03773943177292172,0.052319313300260524,-0.014579881527338807
601933.csv,0.4163430469060888,-1.0,-0.36787944117144233,-0.027182265576706888,0.0004696096630175308,0.009530187007115132,0.04726961878003685,0.052319313300260524,-0.005049694520223677
601933.csv,0.5568135772742077,1.0,0.8651714477432055,-0.01022374751230326,0.0015830284136587932,-0.0104283228502392,0.036841295929797645,0.052319313300260524,-0.01547801737046288
601933.csv,0.4407129636977315,-1.0,-0.36787944117144233,-0.0027093880744974985,0.0004235290471490323,0.0005731991236136776,0.03741449505341132,0.052319313300260524,-0.014904818246849201
601933.csv,0.44477465551494744,-1.0,-0.5488116360940265,0.0012759835434359434,0.00018009699458787203,-0.0008803716106900055,0.03653412344272132,0.052319313300260524,-0.015785189857539204
601933.csv,0.4495272963484534,-1.0,-0.36787944117144233,0.023914946148947624,7.030276505263583e-05,-0.008868119789972624,0.027666003652748697,0.052319313300260524,-0.024653309647511827
601933.csv,0.42578337009890016,-1.0,-0.36787944117144233,0.0018134279033583667,0.0002382025240236577,-0.0009053253677158339,0.02676067828503286,0.052319313300260524,-0.025558635015227663
601933.csv,0.42879413643384173,-1.0,-0.36787944117144233,-0.018342528105558698,0.0002747667010602902,0.006473072288084119,0.03323375057311698,0.052319313300260524,-0.019085562727143547
601933.csv,0.4389663349188141,-1.0,-0.44932896411722156,0.0017646276548533013,0.00015314474027670189,-0.0009460430564845377,0.03228770751663244,0.052319313300260524,-0.020031605783628087
601933.csv,0.447486711292644,-1.0,-0.5488116360940265,0.0008369573223321325,0.00027592588856954726,-0.0007352578059795203,0.031552449710652915,0.052319313300260524,-0.02076686358960761
601933.csv,0.4004415365822132,-1.0,-0.36787944117144233,0.01074765435665892,5.902992531107284e-05,-0.004012871003942574,0.02753957870671034,0.052319313300260524,-0.024779734593550182
601933.csv,0.4267713177899905,-1.0,-0.36787944117144233,0.01634982027891696,0.0002251805612995665,-0.006239943308761054,0.02129963539794929,0.052319313300260524,-0.031019677902311235
601933.csv,0.43944312378507666,-1.0,-0.36787944117144233,-0.010633160536777764,0.00016608369993866668,0.003745637456217371,0.02504527285416666,0.052319313300260524,-0.027274040446093863
601933.csv,0.44669131104901144,-1.0,-0.8187307530779818,-0.0016224983217745237,0.0006060268663362258,0.0007223624065179916,0.02576763526068465,0.052319313300260524,-0.026551678039575873
601933.csv,0.44974265927648865,-1.0,-0.5488116360940265,0.013021452225097319,0.00022922648777020605,-0.007375550987746067,0.018392084272938584,0.052319313300260524,-0.03392722902732194
601933.csv,0.44496350234184157,-1.0,-0.44932896411722156,0.02340928574830481,0.00023562414540767132,-0.010754094261417508,0.0076379900115210765,0.052319313300260524,-0.044681323288739444
601933.csv,0.4357298540338709,-1.0,-0.36787944117144233,0.0119087489946339,0.00026785579847344345,-0.004648839723670338,0.0029891502878507384,0.052319313300260524,-0.049330163012409785
601933.csv,0.5637583180669187,1.0,1.0,0.009978941324299218,0.000700676677173991,0.009278264647125226,0.012267414934975965,0.052319313300260524,-0.040051898365284555
601933.csv,0.40751908575210494,-1.0,-0.36787944117144233,-0.03228076107341615,0.00024663210398517707,0.011628796240292007,0.023896211175267974,0.052319313300260524,-0.02842310212499255
601933.csv,0.4454373315470813,-1.0,-0.36787944117144233,-0.008984142885377633,0.0002989377057420689,0.0030061437583350442,0.026902354933603018,0.052319313300260524,-0.025416958366657506
601933.csv,0.4461144697411278,-1.0,-0.44932896411722156,-0.0017886418786710045,0.00029973535763653186,0.0005039532448833917,0.02740630817848641,0.052319313300260524,-0.024913005121774114
601933.csv,0.6065243284673072,1.0,1.0,0.007276175225781278,9.199495504932618e-05,0.0071841802707319526,0.03459048844921836,0.052319313300260524,-0.017728824851042164
601933.csv,0.4425351498552971,-1.0,-0.36787944117144233,-0.01957060015505574,0.0002527467727184861,0.006946874675713162,0.041537363124931524,0.052319313300260524,-0.010781950175329
601933.csv,0.4323367031769966,-1.0,-0.36787944117144233,0.004518519889741279,0.00011475646469863844,-0.0017770270366587076,0.03976033608827282,0.052319313300260524,-0.012558977211987704
601933.csv,0.4380945309856159,-1.0,-0.36787944117144233,0.019218056489979318,0.00016006713073233887,-0.007229995012667141,0.03253034107560568,0.052319313300260524,-0.019788972224654845
601933.csv,0.4453903546553658,-1.0,-0.36787944117144233,-0.0021033958491647464,0.00014252432130010812,0.0006312717682529502,0.03316161284385863,0.052319313300260524,-0.019157700456401895
601933.csv,0.4481359613551913,-1.0,-0.36787944117144233,0.002898683343585562,0.00010368943277920476,-0.0011700554413504292,0.0319915574025082,0.052319313300260524,-0.020327755897752327
601933.csv,0.44241165406374305,-1.0,-0.44932896411722156,-0.001325006303022569,0.000152246183347307,0.0004431175262386133,0.03243467492874681,0.052319313300260524,-0.019884638371513712
601933.csv,0.4301601937284482,-1.0,-0.36787944117144233,-0.007653058420418635,0.0004038079717510169,0.0024115948832049918,0.034846269811951804,0.052319313300260524,-0.01747304348830872
601933.csv,0.4476579490306545,-1.0,-0.36787944117144233,-0.01992550854674069,0.0004020751845682558,0.006928109764663507,0.04177437957661531,0.052319313300260524,-0.010544933723645213
601933.csv,0.4441478444206868,-1.0,-0.5488116360940265,-0.011280286396746941,0.0005056374047598316,0.005685115028248048,0.04745949460486336,0.052319313300260524,-0.004859818695397165
601933.csv,0.4300966644449735,-1.0,-0.36787944117144233,-6.79653372870348e-06,0.00023335169293393074,-0.00023085138790391246,0.047228643216959444,0.052319313300260524,-0.00509067008330108
601933.csv,0.41410134689232647,-1.0,-0.36787944117144233,-0.0020591401059981695,0.0002874775273270355,0.0004700377841612756,0.04769868100112072,0.052319313300260524,-0.004620632299139803
601933.csv,0.4457549413424353,-1.0,-0.5488116360940265,0.0036509333643519604,0.0003156999992091398,-0.002319374712169408,0.045379306288951315,0.052319313300260524,-0.0069400070113092086
601933.csv,0.44154657404844083,-1.0,-0.44932896411722156,0.02390716183863706,0.00012730695342402272,-0.010869487217361582,0.03450981907158973,0.052319313300260524,-0.017809494228670793
601933.csv,0.4216918272148401,-1.0,-0.36787944117144233,0.025505297719049524,0.00029737854834515135,-0.009680253220140354,0.024829565851449378,0.052319313300260524,-0.027489747448811146
601933.csv,0.3957414202346934,-1.0,-0.36787944117144233,0.012696115394462693,0.0003528496605514558,-0.005023489496914537,0.01980607635453484,0.052319313300260524,-0.03251323694572568
601933.csv,0.4364172717866188,-1.0,-0.36787944117144233,0.0011351002897665996,0.00036337819392453835,-0.0007809582541974172,0.019025118100337423,0.052319313300260524,-0.033294195199923105
601933.csv,0.43354061506309055,-1.0,-0.36787944117144233,0.0005185851675320041,0.00013952041217589486,-0.00033029723380736736,0.018694820866530057,0.052319313300260524,-0.03362449243373047
